text,intent
Can I reserve a room for Felicia Nelson for 2 nights?,book_room
Is BB meal package included for Felicia Nelson's room?,breakfast
Do you provide 0 parking space for reservation under Felicia Nelson?,parking
Is parking space available at City Hotel for guest 124-436-1603?,parking
Can I cancel my booking under Felicia Nelson?,cancel_booking
Check reservation status for Felicia Nelson with status Canceled,booking_status
Is booking status for Felicia Nelson confirmed at City Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Felicia Nelson?,payment
"Does City Hotel feature a swimming pool, spa and gym for Felicia Nelson?",hotel_facilities
What are the check-in times at City Hotel for arrival on 5 August?,checkin_checkout
Can guest Felicia Nelson request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Felicia Nelson at City Hotel,modify_booking
Can I change my reservation from 2 nights for Felicia Nelson?,modify_booking
Is Room Type A available at City Hotel for Kelsey Lee?,availability
Can I reserve a room for Kelsey Lee for 2 nights?,book_room
Is BB meal package included for Kelsey Lee's room?,breakfast
Do you provide 0 parking space for reservation under Kelsey Lee?,parking
Is parking space available at City Hotel for guest 995-896-6250?,parking
Can I cancel my booking under Kelsey Lee?,cancel_booking
Check reservation status for Kelsey Lee with status Check-Out,booking_status
Is booking status for Kelsey Lee confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Kelsey Lee?,payment
"Does City Hotel feature a swimming pool, spa and gym for Kelsey Lee?",hotel_facilities
What are the check-in times at City Hotel for arrival on 4 December?,checkin_checkout
Can guest Kelsey Lee request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Kelsey Lee at City Hotel,modify_booking
Can I change my reservation from 2 nights for Kelsey Lee?,modify_booking
Is Room Type A available at City Hotel for Carla Estrada?,availability
Can I reserve a room for Carla Estrada for 4 nights?,book_room
How much is Room Type A at rate 97.33 per night?,room_price
Is BB meal package included for Carla Estrada's room?,breakfast
Do you provide 0 parking space for reservation under Carla Estrada?,parking
Is parking space available at City Hotel for guest 626-955-0256?,parking
Can I cancel my booking under Carla Estrada?,cancel_booking
Check reservation status for Carla Estrada with status Check-Out,booking_status
Is booking status for Carla Estrada confirmed at City Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Carla Estrada?,payment
"Does City Hotel feature a swimming pool, spa and gym for Carla Estrada?",hotel_facilities
What are the check-in times at City Hotel for arrival on 22 April?,checkin_checkout
Can guest Carla Estrada request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Carla Estrada at City Hotel,modify_booking
Can I change my reservation from 4 nights for Carla Estrada?,modify_booking
Is Room Type D available at Resort Hotel for Taylor Pope?,availability
Can I reserve a room for Taylor Pope for 9 nights?,book_room
How much is Room Type D at rate 111.2 per night?,room_price
Is FB meal package included for Taylor Pope's room?,breakfast
Do you provide 0 parking space for reservation under Taylor Pope?,parking
Is parking space available at Resort Hotel for guest 390-427-4123?,parking
Can I cancel my booking under Taylor Pope?,cancel_booking
Check reservation status for Taylor Pope with status Canceled,booking_status
Is booking status for Taylor Pope confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Taylor Pope?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Taylor Pope?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 20 July?,checkin_checkout
Can guest Taylor Pope request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Taylor Pope at Resort Hotel,modify_booking
Can I change my reservation from 9 nights for Taylor Pope?,modify_booking
Is Room Type A available at City Hotel for Christian Reeves?,availability
Can I reserve a room for Christian Reeves for 2 nights?,book_room
Is BB meal package included for Christian Reeves's room?,breakfast
Do you provide 0 parking space for reservation under Christian Reeves?,parking
Is parking space available at City Hotel for guest 251-557-1587?,parking
Can I cancel my booking under Christian Reeves?,cancel_booking
Check reservation status for Christian Reeves with status Canceled,booking_status
Is booking status for Christian Reeves confirmed at City Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Christian Reeves?,payment
"Does City Hotel feature a swimming pool, spa and gym for Christian Reeves?",hotel_facilities
What are the check-in times at City Hotel for arrival on 31 October?,checkin_checkout
Can guest Christian Reeves request early check-in or late check-out at City Hotel?,checkin_checkout
I want to modify booking dates for guest Christian Reeves at City Hotel,modify_booking
Can I change my reservation from 2 nights for Christian Reeves?,modify_booking
Is Room Type E available at Resort Hotel for Kristen King?,availability
Can I reserve a room for Kristen King for 4 nights?,book_room
How much is Room Type E at rate 172.8 per night?,room_price
Is BB meal package included for Kristen King's room?,breakfast
Do you provide 0 parking space for reservation under Kristen King?,parking
Is parking space available at Resort Hotel for guest 568-391-5557?,parking
Can I cancel my booking under Kristen King?,cancel_booking
Check reservation status for Kristen King with status Canceled,booking_status
Is booking status for Kristen King confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Kristen King?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Kristen King?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 25 July?,checkin_checkout
Can guest Kristen King request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Kristen King at Resort Hotel,modify_booking
Can I change my reservation from 4 nights for Kristen King?,modify_booking
Is Room Type A available at Resort Hotel for Taylor Franklin?,availability
Can I reserve a room for Taylor Franklin for 4 nights?,book_room
How much is Room Type A at rate 84.0 per night?,room_price
Is HB meal package included for Taylor Franklin's room?,breakfast
Do you provide 0 parking space for reservation under Taylor Franklin?,parking
Is parking space available at Resort Hotel for guest 846-056-4524?,parking
Can I cancel my booking under Taylor Franklin?,cancel_booking
Check reservation status for Taylor Franklin with status Canceled,booking_status
Is booking status for Taylor Franklin confirmed at Resort Hotel?,booking_status
What payment methods do you accept for Non Refund booking under Taylor Franklin?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Taylor Franklin?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 29 April?,checkin_checkout
Can guest Taylor Franklin request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Taylor Franklin at Resort Hotel,modify_booking
Can I change my reservation from 4 nights for Taylor Franklin?,modify_booking
Is Room Type D available at Resort Hotel for Christopher Hardy?,availability
Can I reserve a room for Christopher Hardy for 3 nights?,book_room
How much is Room Type D at rate 36.04 per night?,room_price
Is BB meal package included for Christopher Hardy's room?,breakfast
Do you provide 0 parking space for reservation under Christopher Hardy?,parking
Is parking space available at Resort Hotel for guest 354-206-1965?,parking
Can I cancel my booking under Christopher Hardy?,cancel_booking
Check reservation status for Christopher Hardy with status Check-Out,booking_status
Is booking status for Christopher Hardy confirmed at Resort Hotel?,booking_status
What payment methods do you accept for No Deposit booking under Christopher Hardy?,payment
"Does Resort Hotel feature a swimming pool, spa and gym for Christopher Hardy?",hotel_facilities
What are the check-in times at Resort Hotel for arrival on 8 December?,checkin_checkout
Can guest Christopher Hardy request early check-in or late check-out at Resort Hotel?,checkin_checkout
I want to modify booking dates for guest Christopher Hardy at Resort Hotel,modify_booking
Can I change my reservation from 3 nights for Christopher Hardy?,modify_booking
Is Room Type A available at Resort Hotel for Todd Wallace?,availability
Do you have room availability for 1 adults in April 2016?,availability
Can I reserve a room for Todd Wallace for 5 nights?,book_room
How much is Room Type A at rate 33.3 per night?,room_price
Is BB meal package included for Todd Wallace's room?,breakfast
Do you provide 0 parking space for reservation under Todd Wallace?,parking
Is parking space available at Resort Hotel for guest 352-300-8087?,parking
Can I cancel my booking under Todd Wallace?,cancel_booking
